name,main_lang,ms_item,ms_class,obj_desc,sup_desc,early_date,late_date,period,region,settlement,geo_place
Mger 0129,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0130,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0131,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0132,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0133,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0134,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0135,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0136,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area P
Mger 0137,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0138,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area J
Mger 0139,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0140,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0141,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0142,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0143,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0144,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0145,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0146,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0147,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0148,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0149,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0150,heb,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0151,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0152,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0153,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0154,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0155,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0156,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0157,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0158,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0159,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0160,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger0161,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0162,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0163,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0164,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0165,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0166,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0167,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0168,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0169,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0170,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0171,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0172,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0173,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0174,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0175,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0176,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0177,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0178,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0179,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area P
Mger 0180,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area P
Mger 0181,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0182,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0183,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0184,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0185,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0186,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0187,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0188,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0189,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0190,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0191,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0192,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0193,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0194,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0195,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0196,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0197,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0198,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0199,arc,jewish,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0200,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0201,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0202,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 203,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger0204,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0205,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0206,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0207,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S 
Mger 0208,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0209,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0210,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0211,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0212,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0213,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0214,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0215,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0216,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0217,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0218,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0219,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger0220,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area P
Mger 0221,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0222,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S 
Mger 0223,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0224,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area P
Mger 0225,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0226,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0227,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area P
Mger 0228,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0229,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0230,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0231,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0232,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0233,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0234,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0235,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0236,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0237,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0238,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0239,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger0240,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0241,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0242,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0243,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0244,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0245,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area P
Mger 0246,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area P
Mger0247,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0248,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0249,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0250,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0251,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0252,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0253,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0254,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0255,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0256,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0257,arc,otherreligion,textother,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0258,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0259,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0260,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,"on the monumental staircase on the eastern
                                    slope (L.7033)"
Mger 0261,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0262,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger0263,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0264,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0265,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0266,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0267,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0268,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0269,arc,otherreligion,textunknown,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0270,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0271,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0272,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0273,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0274,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0275,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0276,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger0277,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area P
Mger 0278,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area P
Mger 0279,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger0280,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area P
Mger 0281,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area P
Mger 0282,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area P
Mger 0283,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0284,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area P
Mger 0285,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0286,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area P
Mger 0287,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0288,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0289,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0290,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0291,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0292,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0293,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0294,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0295,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0296,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0297,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0298,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0299,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area P
Mger0300,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S 
Mger 0301,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0302,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0303,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0304,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0305,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0306,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0307,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0308,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0309,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0310,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0311,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0312,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0313,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0314,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0315,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0316,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0317,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0318,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0319,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0320,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0321,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0322,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger0323,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0324,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0325,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0326,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0327,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0328,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0329,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0330,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area P
Mger 0331,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area P
Mger 0332,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0333,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0334,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0335,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0336,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0337,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0338,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0339,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0340,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0341,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0342,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0343,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0344,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0345,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0346,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0347,arc,otherreligion,dedicatory,otherobject,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area B
Mger 0348,arc,otherreligion,dedicatory,otherobject,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0349,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0350,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0351,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0352,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0353,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0354,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0355,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S 
Mger 0356,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0357,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0358,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0359,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0360,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0361,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0362,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
Mger 0363,arc,otherreligion,dedicatory,block,stone,-400,-100,Persian/Hellenistic,Samaria,MountGerizim,Area S
